"business_id","name","city","state","stars","review_count","categories","latitude","longitude","is_open","postal_code"
"IHadZayuynmzIcQy9egKWg","KFC","Phoenix","AZ",2,13,"Chicken Shop, Chicken Wings, Fast Food, Restaurants",33.4651,-112.152,1,85009
"OQD9QYMmI6ZRlKLGkKfAGQ","L&L Hawaiian BBQ","Henderson","NV",3.5,32,"Event Planning & Services, Barbeque, Caterers, Hawaiian, Restaurants",36.0264616215,-114.9647736375,1,89015
"wuyJfCF5gWyz9yrFMaGczQ","The Pub At 333","Oakmont","PA",3.5,73,"Pubs, Pizza, Nightlife, American (New), Restaurants, Bars",40.5161463892,-79.8436709893,1,15139
"sH0IBENjMdWMEjqEfep0Qw","Romeo's Pizza","Tallmadge","OH",2,4,"Restaurants, Pizza",41.1004189,-81.4375,1,44278
"TcGmeeNvbcvnQVmVmlWxlA","China Go Go","Charlotte","NC",3.5,19,"Chinese, Fast Food, Restaurants",35.3503227234,-80.8428878784,1,28269
"p2OvNFiFKnRoWSRON4-lcA","Bistro Du Beaujolais","Olmsted Falls","OH",4.5,52,"Bars, Restaurants, Food, Wine Bars, Nightlife, French, Specialty Food, Ethnic Food",41.3739499,-81.9020698,1,44138
"0vAHRd4Xlsdx3fHV8JCRBQ","Mineo's Pizza House","Pittsburgh","PA",3.5,55,"Restaurants, Pizza",40.3798216,-80.04468,1,15228
"RLLROsucXi6-E2k2Ty-Oag","Papa John's Pizza","Las Vegas","NV",2,31,"Food, Restaurants, Food Delivery Services, Pizza",36.201019,-115.280644,1,89128
"xmARZ_MuSfrQCXP4e8RQjg","Nello's Pizza Mesa","Mesa","AZ",4,254,"Pizza, Gluten-Free, Restaurants, Italian",33.3607005,-111.859793,1,85210
"2mjwx7w6IN_BoHG5iy8IGg","Subway","Willoughby","OH",3.5,5,"Fast Food, Sandwiches, Restaurants",41.607152,-81.441002,1,44094
"7DHR5jNMtoWTvf1Zuos5Ng","Pizza Hut","Lorain","OH",3,8,"Chicken Wings, Pizza, Restaurants, Italian",41.4186021,-82.2077892,1,44053
"Bhj4G0ArZqRvz9DprbNX3A","Layla Grill & Hookah","Las Vegas","NV",4.5,385,"Hookah Bars, Mediterranean, Lounges, Ethnic Food, Bars, Restaurants, Nightlife, Specialty Food, Food",36.1138469,-115.281062,1,89147
"53BSdnhzcCBfBH_6TgX63Q","Rosati's Pizza","Phoenix","AZ",3,206,"Restaurants, Pizza, Sandwiches, Italian",33.480413,-111.993894,1,85018
"GN0LE1tKNoT0UeWrUU-cbA","Local Craft Kitchen + Bar","Pittsburgh","PA",3,9,"Bars, Beer Bar, Restaurants, Nightlife",40.495999873,-80.255279839,1,15231
"Ut4nk4AzlMX62Hy2_rqIew","Karl's Quality Bakery","Phoenix","AZ",4.5,104,"Breakfast & Brunch, Arts & Crafts, Cooking Classes, Shopping, Candy Stores, Restaurants, Donuts, Specialty Food, Bakeries, Chocolatiers & Shops, Food",33.5665786,-112.0723153,1,85020
"MGMFNqzpCnwKNDkqyyWBbg","Dave & Buster's","Pineville","NC",2.5,62,"American (New), Arts & Entertainment, Eatertainment, American (Traditional), Arcades, Restaurants, Bars, Nightlife",35.080823,-80.877759,1,28134
"-gXDD2oSHBDA3zgjX6g9pQ","The Plate Bar & Grill","Las Vegas","NV",4,27,"American (Traditional), Sports Bars, Nightlife, Bars, Restaurants, Pubs",36.145359,-115.0826008,1,89104
"DAC6WWj-a6uKp3yxYQZfGQ","Holiday Inn Cleveland-S Independence","Independence","OH",2.5,36,"Venues & Event Spaces, Resorts, Hotels & Travel, Event Planning & Services, Hotels, Restaurants",41.3972155,-81.649143,1,44131
"aVmuRwieNxpW8vfC3s1jpg","Sierra Gold","Las Vegas","NV",3.5,94,"Venues & Event Spaces, American (New), Event Planning & Services, Restaurants, Nightlife, Bars, Gastropubs, Sports Bars, Pubs",36.2037425,-115.2598768,1,89128
"ZP39Z9C9l47QaiiXlRSrNA","Blue North","McCandless","PA",3.5,27,"American (New), Restaurants, Bars, Nightlife, Wine Bars",40.5672988245,-80.0002830514,1,15101
"L1-1P3acJc4gEFvWwjXcNQ","Meráki Greek Grill","Las Vegas","NV",4.5,553,"Greek, Restaurants, Mediterranean",36.0985778,-115.2424401,1,89118
"IHoPEi8RltLLGzE3GrT8ww","Frijoles & Frescas","Las Vegas","NV",3.5,31,"Restaurants, Salad, Caterers, Event Planning & Services, Seafood, Mexican, Tacos",36.1566045,-115.0621835,1,89104
"LsgE9TBlyvGFF2n7esSd2w","Pei Wei","Avondale","AZ",3,133,"Fast Food, Korean, Gluten-Free, Japanese, Chinese, Restaurants, Asian Fusion",33.46573,-112.340429,1,85323
"16d3BlncEyCTzb0GxXrBXQ","Green Corner Restaurant","Mesa","AZ",4.5,598,"Restaurants, Greek, Mediterranean, Halal, Arabian, Salad, Sandwiches",33.3944462,-111.8541105,1,85210
"mS8ZyLZjYhB42ts9_8j3vg","O'aces Bar & Grill","Las Vegas","NV",1.5,4,"American (Traditional), Nightlife, Restaurants",36.2138967,-115.2425081,1,89108
"LQQw_vRWCKTYDCaMdWeUdg","LongHorn Steakhouse","Matthews","NC",3,55,"American (Traditional), Restaurants, Barbeque, Steakhouses",35.132053,-80.711299,1,28105
"MnveklSsns2LyYj4Mrx84g","Finn McCools","Pittsburgh","PA",3,14,"Restaurants, American (New)",40.4289137,-79.9833396,1,15203
"EQysX2BaXjvcQF2DSkjJkg","The View Cafe","Las Vegas","NV",4,6,"Cafes, American (Traditional), Restaurants",36.2155456,-115.2487979,1,89128
"9SaFi9c_imgP8LqeJC1YEA","Caroun","Phoenix","AZ",4.5,11,"Middle Eastern, Mediterranean, Restaurants",33.6532417,-112.0983571,1,85023
"SVmLmDmLBj3FoArpXjB8wA","El Pollo Loco","Glendale","AZ",3,45,"Mexican, Restaurants, Fast Food",33.6392185856,-112.1846978681,1,85308
"DuGHAH5zngQmzLwMVnpo1g","Breadwinner","Phoenix","AZ",3,7,"Salad, Sandwiches, Restaurants",33.4578140982,-112.0721628517,1,85004
"WPmOztfJVgOq04rwPIQTUg","Greek Palace Mediterranean","Glendale","AZ",4.5,21,"Mediterranean, Restaurants, Middle Eastern, Lebanese",33.6112677,-112.1541077,1,85306
"z9lOfnUorcbWR_xS0DSeHw","Fugu","Madison","WI",3.5,168,"Chinese, Seafood, Dim Sum, Soup, Town Car Service, Asian Fusion, Limos, Local Services, Restaurants, Transportation, Hotels & Travel, Beauty & Spas, Szechuan, Thai, Day Spas, Septic Services",43.074392,-89.3936635,1,53703
"S2bGqPoTjUc2ywC9FYuBsw","H2 EAU","Las Vegas","NV",3.5,12,"Nightlife, Diners, Restaurants, Bars",36.1265059261,-115.1710510254,1,89109
"Jz7AMVjqHX0f8FPNjha_uA","The Rib Cage","Cleveland","OH",3.5,12,"Barbeque, Nightlife, Smokehouse, Bars, Food, American (Traditional), Restaurants",41.4861069,-81.705329,1,44113
"U3O8l_wmzdeckbhHpuRWCg","Olive Garden Italian Restaurant","Scottsdale","AZ",3,138,"Italian, Salad, Nightlife, Restaurants, Bars, Wine Bars",33.598052694,-111.9764364986,1,85254
"PSMJesRmIDmust2MUw7aQA","Yogurt In","Las Vegas","NV",2.5,97,"Restaurants, Ice Cream & Frozen Yogurt, Food, Cafes, Desserts",36.0934209685,-115.1761448997,1,89119
"6E0D-5wVjDJZQF8iA6k3ig","Chicken Salad Chick of Charlotte - Pineville Matthews","Charlotte","NC",4,66,"Chicken Wings, Cafes, Sandwiches, Chicken Shop, Salad, Delis, Food, Specialty Food, Southern, Restaurants, American (Traditional)",35.086498,-80.8482169,1,28226
"yGXKMV1omio1I_3qNLdtAA","Sonic Drive-In","Las Vegas","NV",3,27,"Fast Food, Ice Cream & Frozen Yogurt, Restaurants, Food, Burgers, American (Traditional)",36.2206412,-115.2161259,1,89130
"zQmHSe6IOiSNF84m9BVZ8A","The Still","Las Vegas","NV",3.5,257,"Restaurants, Sports Bars, Nightlife, American (Traditional), Bars, Diners",36.1214083475,-115.1749698954,1,89109
"H4GlIE6tSNYeuYKolcH_2w","Sakura Japanese Restaurant","Gastonia","NC",3.5,47,"Restaurants, Japanese",35.259673,-81.112672,1,28056
"l3lM7HNbU5Wlrb6K4Vw69A","Cleveland Bartending School","Lyndhurst","OH",4.5,3,"Bartending Schools, Education, Restaurants, Nightlife, Specialty Schools",41.5190115,-81.499351,1,44124
"JZ2l2OceU2PDlIzSKQiWLg","Alpine Valley Bread","Mesa","AZ",4,39,"Bakeries, Health Markets, Restaurants, Food, Specialty Food",33.3938608,-111.8382739,1,85210
"1ZkcNwQpIESg8LuAHzye6Q","ZuZu Cafe & Market","Madison","WI",3.5,66,"Coffee & Tea, Food, Restaurants, Delis, Cafes, Breakfast & Brunch, Ice Cream & Frozen Yogurt",43.062774,-89.408866,1,53715
"_T2Aa3Vf5t68PqqxvzoX0Q","Osteria Pasqualino","Murrysville","PA",3.5,58,"Italian, Pizza, Restaurants",40.42496,-79.66994,1,15668
"hgtLScZVfyxSg351g0D0dA","Trapp Haus BBQ","Phoenix","AZ",4.5,156,"Food, Caterers, Bars, Nightlife, Restaurants, Barbeque, Event Planning & Services, Beer Bar, Food Trucks",33.4585501,-112.0670434,1,85004
"l7A73zaNzDyWJJ0ixc2ymw","Pizza Pit","Sun Prairie","WI",3,10,"Restaurants, Pizza, Sandwiches, Chicken Wings",43.1835944,-89.2185527,1,53590
"mQ_aMzTnkHSpbgdnOryeDA","Hook Fish & Chicken","Pittsburgh","PA",3.5,14,"Restaurants, Chicken Wings",40.4583807,-79.9078776,1,15208
"jSfnItqaOnEp2nenVF7fCg","Amuse Bouche","Surprise","AZ",4,232,"Event Planning & Services, Caterers, Breakfast & Brunch, Modern European, American (New), Restaurants, Sandwiches, French",33.6404695,-112.4259385,1,85374
"Z1ZVUWKxPd1r2sZ_XBa5eQ","Midtown Tavern","Millvale","PA",4,3,"Nightlife, Sports Bars, Dive Bars, American (Traditional), Restaurants, Bars",40.4860037,-79.9734995,1,15209
"SFgBVh5txmYgz5qaz67mxg","Olmsted Falls Sunoco","Olmsted Falls","OH",4.5,24,"Middle Eastern, Delis, Specialty Food, Gas Stations, Donuts, Sandwiches, Restaurants, Food, Automotive",41.3511184,-81.9054547,1,44138
"vUhxuFgKCZn6cTZePbhd6g","Starbucks","Charlotte","NC",3.5,103,"Coffee & Tea, Food, Restaurants",35.201278,-80.843436,1,28203
"Q6qI_1C0q2E-GQCl47mFUQ","Auntie Anne's","Las Vegas","NV",4,6,"Pretzels, Restaurants, Food, Hot Dogs",36.0549747,-115.169106,1,89123
"pn6Vfbs55uFQ5QYOXwUzow","Passport Coffee & Tea","Scottsdale","AZ",5,26,"Coffee Roasteries, Coffee & Tea, Wholesale Stores, Shopping, Food, Restaurants",33.6123009,-111.9181092,1,85260
"FCTP-l3FBh0hOcsYpVLMSQ","Mario's Pizza & Italian Restaurant","Rock Hill","SC",4,50,"Italian, Restaurants, Pizza",34.9681293,-80.9964357,1,29732
"3SMwVNXE9kONLopRpIDbcg","Skip & Jan's Sports Bar","Gilbert","AZ",3.5,51,"Nightlife, Bars, Pool Halls, Restaurants, American (Traditional), Sports Bars",33.3364364,-111.8227398,1,85284
"MQXZW_c30OdTsLcLkhjzlQ","Peter Piper Pizza","Las Vegas","NV",3.5,51,"Restaurants, Buffets, Chicken Wings, Pizza",36.147574438,-115.2076083273,1,89102
"_4Gpn_NIM94D9OFucgfaJQ","Mastro's Ocean Club","Scottsdale","AZ",4,659,"Restaurants, Steakhouses, Seafood, Bars, Nightlife, Lounges, American (Traditional)",33.6240763,-111.930562,1,85254
"Lx2iogriI7219WkgKgliAQ","Noble Beast Brewing","Cleveland","OH",4.5,114,"Nightlife, Restaurants, Pubs, Bars, Breweries, Brewpubs, Food, American (New)",41.5077833975,-81.6863898933,1,44114
"vUUNM7RISc-51Tqx8JzRRQ","El Pollo Loco","Mesa","AZ",2.5,45,"Mexican, Fast Food, Restaurants, Chicken Wings",33.4339766,-111.865854,1,85201
"dfVmClBit5Hd7u9_lFY1Lg","Penn Station East Coast Subs","Pittsburgh","PA",3,29,"Sandwiches, Restaurants, Cheesesteaks, American (Traditional)",40.4425142,-79.9987478,1,15222
"j00iBr6uYnwgFs_J5y9f0w","Rocco's NY Pizza & Pasta","Las Vegas","NV",3.5,261,"Italian, Specialty Food, Pasta Shops, Pizza, Restaurants, Food",36.0639767,-115.241463,1,89118
"dmu1wM0CRgeoTIUXFihU7Q","QDOBA Mexican Eats","Cleveland","OH",3,30,"Event Planning & Services, Fast Food, Mexican, Caterers, Restaurants",41.5084005413,-81.6054528952,1,44106
"Tl9h-Qev_OymQ7XB1kbKnw","Master Pizza","Medina","OH",3.5,12,"Restaurants, Italian, Chicken Wings, Pizza",41.1359790477,-81.7855059105,1,44256
"EOo2My0Wt-h942RbNRzEFQ","The Pizza Company","Munhall","PA",3.5,15,"Salad, Pizza, Restaurants",40.3857336,-79.9033037,1,15120
"G32N8Tr2LyvHl4FnUTt5pg","Ginza","Pittsburgh","PA",4,137,"Sushi Bars, Japanese, Restaurants",40.4613249,-79.9488459,1,15224
"bF1BnDBMLDeoJw7ani315A","KFC","Bellevue","PA",2,6,"Chicken Wings, Chicken Shop, Restaurants, Fast Food",40.4887,-80.0572,1,15202
"0WoQQlMXVIDEgI0xNdENKA","Feast Buffet","Las Vegas","NV",3.5,655,"Buffets, Restaurants",36.1564007,-115.3335552,1,89135
"Pl4SdIP1jWjoF0RKwPsnZw","5th Avenue Deli & Grill","Beachwood","OH",3.5,11,"American (New), Delis, American (Traditional), Restaurants, Middle Eastern, Breakfast & Brunch",41.4978941347,-81.4896870912,1,44122
"WCqcYtJ4rUxA4bIzjOfzqg","Vapiano","Charlotte","NC",3.5,433,"Breakfast & Brunch, Pizza, Nightlife, Restaurants, Italian, Bars",35.226145,-80.844234,1,28202
"9aPWpQvBIgq4CnNb_3u8Gw","Jack In The Box","Phoenix","AZ",2,7,"Restaurants, Fast Food",33.6659108,-112.1177552,1,85027
"mt9mrG8wALTzD3YYGim3mQ","City Works - Pittsburgh","Pittsburgh","PA",3,238,"American (New), Pubs, Beer Bar, American (Traditional), Restaurants, Nightlife, Sports Bars, Bars",40.4404255,-80.0032706,1,15222
"y_Oig8XBVyyOJ-r_m95ABg","Wendy's","Pittsburgh","PA",2.5,3,"Fast Food, Restaurants",40.3675100199,-79.9829501286,1,15227
"Vw9u6qar1I2QlkQOV6KNVA","Siam Thai Cusine","Glendale","AZ",4.5,285,"Restaurants, Thai",33.5536557,-112.1668669,1,85301
"HCMwXgLZ94pKGfNr-Zt57w","Bakers Square","Mentor","OH",4,22,"Food, Desserts, Breakfast & Brunch, Bakeries, Restaurants, American (Traditional)",41.6581245,-81.3652755,1,44060
"emgbzQqeK9MkjvWH8LHF0w","Desert Eagle Brewing Company","Mesa","AZ",3,26,"Food, Bars, Nightlife, Breweries, Restaurants, Beer, Wine & Spirits, Pubs, Barbeque, Burgers",33.4629333492,-111.7195365205,1,85215
"-R_u_4Ya8ceUN7qDlvIQTg","FruJuice","Las Vegas","NV",5,3,"Juice Bars & Smoothies, Restaurants, Mexican, Food, Tacos",36.0673234,-115.0416159,1,89014
"pTNatiVBoVnx2w2kwaD66g","Billy's Roadhouse","Wexford","PA",3,19,"Restaurants, American (New)",40.597963,-80.0456948,1,15090
"n3ry8GxT_Atov6GAIzRGKQ","Bojangles' Famous Chicken 'n Biscuits","Charlotte","NC",1.5,10,"Restaurants, Fast Food, Chicken Shop, Chicken Wings, Breakfast & Brunch",35.138604,-80.876095,1,28217
"lxOmS254ZE3NcxPDI3Uv3g","China Q II","Concord","NC",3.5,22,"Restaurants, Chinese",35.3881174265,-80.5611057312,1,28025
"3EkVn5_YsP0q6LvMfTsVuQ","Cafe Social","Madison","WI",4.5,8,"Food, Coffee & Tea, Cafes, Breakfast & Brunch, Restaurants, Specialty Food",43.0697329,-89.393678,1,53703
"QqVfWRqOO_exljN8IWgeLQ","Shawarma Brothers","Cuyahoga Falls","OH",5,78,"Restaurants, Mediterranean",41.14699,-81.5045464,1,44223
"-BrMNg4MbpftOUTjOMVp9g","Mint Indian Cuisine","Scottsdale","AZ",3.5,152,"Restaurants, Vegetarian, Halal, Buffets, Indian",33.583,-111.892905,1,85260
"UN_6ebslv5cxdDmZAX3ivQ","Luna Lounge","Las Vegas","NV",4,380,"Tapas Bars, Restaurants, Bars, Lounges, Hookah Bars, Nightlife",36.1312191441,-115.1639978704,1,89109
"ahGtKEHYxY3igWrTHh7FVQ","Top Marks Cafe","Scottsdale","AZ",5,111,"Cafes, Coffee & Tea, Food, Gelato, Ice Cream & Frozen Yogurt, Restaurants, Creperies",33.4932738,-111.9249317,1,85251
"ZaTbKhLraYurkcT7LrkSOA","JBC Coffee Roasters","Madison","WI",5,16,"Restaurants, Coffee & Tea, Food, Coffee Roasteries",43.0509947,-89.2788632,1,53718
"YV5eUoHCsE3RUVGP8qL3Jw","Sonic Drive-In","Glendale","AZ",2,26,"American (Traditional), Food, Restaurants, Burgers, Fast Food, Ice Cream & Frozen Yogurt",33.5814740619,-112.1701325551,1,85302
"qZjJsM5SpIkggIygDECyMA","Charley's Grilled Subs","Concord","NC",3.5,6,"Restaurants, Sandwiches",35.4401015,-80.6038977,1,28025
"mQeWho9G2R9NpYfAVfR81g","Rat Pack Bar And Grill","Las Vegas","NV",4,4,"Restaurants, American (Traditional)",36.1289138794,-115.1250762939,1,89169
"m-9szrj48FkP-I6pummd7w","Filiberto's Mexican Food","Fountain Hills","AZ",3,17,"Restaurants, Fast Food, Tacos, Mexican",33.6104701979,-111.7273131668,1,85268
"jP7zIbDXor7fQ8phrU6LQQ","Pizza Hut","Charlotte","NC",1.5,32,"Italian, Chicken Wings, Pizza, Restaurants",35.2070881,-80.8351947,1,28204
"Wa2X66syShuMSVUYAj1C-Q","Yan's","Goodyear","AZ",3.5,85,"Restaurants, Chinese",33.4568736,-112.3933832,1,85338
"MgScNgEPoNExpCOwcgQR3g","LongHorn Steakhouse","Rocky River","OH",3,53,"Restaurants, Steakhouses, Barbeque, American (Traditional)",41.4614963334,-81.8521149967,1,44116
"8PaMGALpL7FwwdUy7eK4ZA","Yogis Grill","Phoenix","AZ",3.5,54,"Restaurants, Korean, Sushi Bars, Japanese",33.581405,-112.126527,1,85029
"aYdcqAQbQRSnSz-1Xp65LA","Chick-fil-A","Tempe","AZ",3.5,5,"Fast Food, Event Planning & Services, Caterers, Restaurants",33.4177323,-111.9344185,1,85281
"IR7jxb7CAhdT1MNdhpK9rw","Firehouse Grille & Pub","Willoughby Hills","OH",3.5,46,"American (New), Bars, Restaurants, American (Traditional), Pubs, Sports Bars, Nightlife",41.586444,-81.442671,1,44094
"OIqUB55RM-o4OK9ZwpjmGA","KFC","Peoria","AZ",1.5,39,"Chicken Shop, Restaurants, Fast Food, Chicken Wings",33.5662,-112.254,1,85345
"odJzhCY4-FqEvB82sNjNsg","Domino's Pizza","Mesa","AZ",2,20,"Restaurants, Chicken Wings, Italian, Sandwiches, Pizza",33.394052,-111.822347,1,85210
"qF-NiRVw5OPD_MPUJNlt9g","Arby's","Cleveland","OH",3,3,"Fast Food, Restaurants, Sandwiches",41.5022212,-81.5359225,1,44121
"yHYjDPuRtLvhvMpOn5fXOQ","Naked Fish's Sushi & Grill","Las Vegas","NV",4.5,576,"Restaurants, Japanese, Food, Sushi Bars, Desserts",36.119189,-115.2797301,1,89147
"yAkaDc6MWX3dy8bnEcCrRQ","Imperial Garden","Middleton","WI",3,94,"Chinese, Restaurants, Venues & Event Spaces, Event Planning & Services, Asian Fusion, Party & Event Planning",43.090642,-89.485169,1,53562
"DkSUZM4uBoTRkRzWWT5syw","Oakhouse Farm Bakery","Madison","WI",4,4,"Restaurants, Bakeries, Food, Donuts",43.0647361,-89.2931083,1,53718
"_5p2MuUnX7aYIh0c1WHg1w","Texas Ranch Steak House","Charlotte","NC",3.5,23,"Steakhouses, Restaurants",35.2804915,-80.7929172,1,28262
"FRLsAoFLBd7qH4N5YAoh5w","Red Onion Hoagies & Pizza","Bethel Park","PA",4,16,"Pizza, Food Delivery Services, Sandwiches, Restaurants, Food, Burgers, Italian",40.3277624,-80.0402908,1,15102
"ie8F4cL15JQi8cZVY78xRA","Emzy Sushi Bar & Asian Kitchen","Charlotte","NC",3,137,"Asian Fusion, Restaurants, Sushi Bars",35.2245046772,-80.8489883362,1,28202
"MASMoYbcWPQ_eLjzaujZiA","Applebee's Grill + Bar","Akron","OH",2.5,17,"Burgers, Bars, Steakhouses, American (Traditional), Sports Bars, Nightlife, Restaurants",41.1353967,-81.640996,1,44333
"AWL3aobRhxf45LPe_5BEqA","Pizza Hut","Aurora","OH",2.5,5,"Chicken Wings, Restaurants, Pizza, Italian",41.3200649248,-81.3480358225,1,44202
"E6tGAYZ2J1EIwCDHtVI1yg","HD Asian Bistro","Fountain Hills","AZ",3.5,55,"Seafood, Vegetarian, Chinese, Restaurants",33.6090186,-111.7190231,1,85268
"6OjAOpupZOllj6mzLomVuQ","Panda Express","Las Vegas","NV",3,4,"Fast Food, Chinese, Restaurants",36.2498922,-115.2441383,1,89130
"tSJaZL5X81j2k-GqtpBM_w","Peter Piper Pizza","Phoenix","AZ",1.5,10,"Chicken Wings, Buffets, Restaurants, Pizza",33.49629,-112.168212,1,85031
"Km7BcCSXb78oymx-Ek2P9w","Husongs Cantina","Las Vegas","NV",5,3,"Restaurants, Mexican",36.086668,-115.172986,1,89119
"tovUJgSCxi2JfUtP9eNQcA","Barro's Pizza","Surprise","AZ",4,161,"Italian, Restaurants, Sandwiches, Pizza",33.6235402,-112.3918469,1,85379
"EX60HoNJRs3ALidmEGDgWA","Jimmy John's","Charlotte","NC",4,35,"Delis, Restaurants, Sandwiches, Fast Food",35.3019365,-80.7491376,1,28263
"3N6cRLLJnrFU31G66WHlfQ","Miles Farmers Market","Solon","OH",4,61,"Food, Bakeries, Specialty Food, Fruits & Veggies, Event Planning & Services, Farmers Market, Grocery, Beer, Wine & Spirits, Delis, Caterers, Restaurants",41.4234589,-81.4767808,1,44139
"wSAGILK2CFbq5BVZ5D67-A","Adega","Cleveland","OH",4,172,"Hotels, Event Planning & Services, Mediterranean, Nightlife, Bars, Hotels & Travel, Food, Lounges, Beer, Wine & Spirits, Greek, Breakfast & Brunch, Restaurants",41.49989,-81.685944,1,44115
"x8_NelKV1JY5S5bN7mWJuQ","Frank & Albert's","Phoenix","AZ",3.5,214,"Restaurants, Local Flavor, Breakfast & Brunch, American (Traditional)",33.523241,-112.0233209,1,85016
"X2zVoSi1X-Hgz_95hzvF8w","Dragon Express","Huntersville","NC",2,24,"Chinese, Restaurants",35.442576,-80.861063,1,28078
"5O1l8b23r6GIIr2ZHy6nkg","Zeppe's Pizzeria","Bedford","OH",2.5,11,"Pasta Shops, Pizza, Restaurants, Italian, Food, Event Planning & Services, Specialty Food, Caterers, Chicken Wings",41.3995343,-81.5459114,1,44146
"bJGtHxejEJboO2o_DtaPEQ","Applebee's Grill + Bar","McMurray","PA",2.5,19,"Bars, Sports Bars, Nightlife, American (Traditional), Burgers, Restaurants, Steakhouses",40.2679797,-80.12834,1,15317
"yxLVwItd1Wnhy6SeUUcNYA","The Lodge: A Sportsman's Grill","Charlotte","NC",3.5,95,"Bars, Comfort Food, Nightlife, Food, Gluten-Free, Beer, Wine & Spirits, American (Traditional), Burgers, Sports Bars, Restaurants",35.106407,-80.8077349,1,28226
"H07XWxoGb3dMnSfdiZgrBA","Chicago Deli","Solon","OH",3.5,81,"Soup, Delis, Sandwiches, Restaurants",41.384056,-81.435055,1,44139
"vRGVXE0CuPq6qA0k_3nVoA","Ned's Krazy Sub","Mesa","AZ",3.5,55,"Restaurants, Sandwiches",33.39046,-111.789177,1,85204
"UWdU4RZYNMv0rotWcgGkaQ","Antlers Tavern","Monona","WI",3.5,5,"Nightlife, Restaurants, American (Traditional), Dive Bars, Bars",43.0474582,-89.3496594,1,53713
"lQMZ2Rd0jGf1ZpekZpr1MA","China Sea","Euclid","OH",4,22,"Restaurants, Chinese",41.5946437,-81.5398781,1,44119
"AO2ZY9we2ceRQI74cmLUYA","Burger King","Phoenix","AZ",1.5,28,"Burgers, Restaurants, Fast Food",33.6408019,-112.0649164,1,85022
"vT812nRctS62PVxUverayw","Mordeo Boutique Wine Bar","Las Vegas","NV",5,104,"Tapas/Small Plates, Wine Bars, Spanish, American (Traditional), Restaurants, American (New), Nightlife, Bars",36.1259171,-115.2152677,1,89146
"1sv3rfOPMlTzqd8J0Ay4MA","Tropical Smoothie Cafe","Gilbert","AZ",3,61,"Food, Vegetarian, Juice Bars & Smoothies, Restaurants, Cafes, Sandwiches",33.3785538958,-111.81176126,1,85233
"iMGGM-WVNKep9c6bgRYjpA","Naf Naf Grill","Independence","OH",4,78,"Restaurants, Mediterranean, Salad, Falafel, Middle Eastern",41.3943470747,-81.643169474,1,44131
"n2HkJt3y4Uvwex5AT5IeRA","McDonald's","Tempe","AZ",2,49,"Burgers, Restaurants, Coffee & Tea, Fast Food, Food, American (Traditional)",33.40698,-111.9586301,1,85282
"Y82DnGemuGD0WTsF50-cpA","Joe's Bar and Restaurant","Elyria","OH",4.5,3,"Burgers, Chicken Wings, American (Traditional), Bars, Sandwiches, Nightlife, Restaurants",41.3153616923,-82.1192564294,1,44035
"nlwEqj2BwPATfrX_4kkd3g","Rogue BBQ PGH","West Mifflin","PA",3.5,6,"Food, Event Planning & Services, Barbeque, Caterers, Street Vendors, Restaurants",40.377935,-79.885376,1,15122
"3ed7T7HvUJUnPf6jDmys9A","Fun Asian Bistro","Pittsburgh","PA",4.5,27,"Asian Fusion, Restaurants",40.4662589,-79.8270294,1,15235
"bc1AjJOBzA3FSKF4U9v3bw","Rags Real Chicken & Waffles","Youngtown","AZ",4,63,"Breakfast & Brunch, Southern, Waffles, Soul Food, Restaurants",33.5964,-112.2990338,1,85363
"TeHB4-F_5Mwg1VE2Uzu0Ag","Buca di Beppo Italian Restaurant","Las Vegas","NV",3.5,466,"Italian, Event Planning & Services, Pizza, Restaurants, Food, Caterers",36.0988702,-115.1759152,1,89109
"ZoZWONMz3tzxRLOSQEJosQ","Prairie Fire","Madison","WI",2.5,9,"Beer Bar, Nightlife, Bars, Coffee & Tea, Food, Wine Bars, Delis, Restaurants",43.0717653,-89.4081342,1,53715
"CLwwfGV6SJ50fl3ZCK6C3g","Ed's Fish & Chips","Avondale","AZ",3.5,34,"Seafood, Restaurants, Fish & Chips, Fast Food, Food, Sandwiches, Desserts",33.438335,-112.34994,1,85323
"HObQ6NS2Y805X-3TAgB0KQ","Kreative Kupcakes","Avondale","AZ",3.5,9,"Restaurants, Bakeries, Cafes, Cupcakes, Food",33.4350357056,-112.3425064087,1,85323
"Hw-yFY8Fz8HOvY6I5l7Ljg","Yoasis","Phoenix","AZ",4,57,"Ice Cream & Frozen Yogurt, Food, American (Traditional), Restaurants",33.3063767,-112.0550425,1,85048
"IUMyUYOIR9UQ7XGIEQKOuA","Lo-lo's Chicken & Waffles","Phoenix","AZ",2.5,100,"Ethnic Food, Food, Specialty Food, Southern, Restaurants",33.4350179344,-111.9981269912,1,85034
"lINk_EU_elY6iTrfUGcRqg","El Pollo Loco","Las Vegas","NV",2,60,"Fast Food, Restaurants, Mexican",36.238856,-115.180591,1,89032
"GV5jI4xbBLNiqujLIFrcuw","China House","Oakmont","PA",4,20,"Restaurants, Food, Chinese",40.5159282,-79.8437835,1,15139
"a43y8NlbETk2yNyenLJ-Ag","McDonald's","Gilbert","AZ",2,42,"Burgers, Restaurants, Coffee & Tea, Food, Fast Food",33.3362787537,-111.7564990371,1,85296
